,names,price,stars,moisturiser,toner,mask,cleanser,exfoliator,oil,serums,hyperpigmantation,sensitive_skin,gluten_free,vegan,oily_skin,dry_skin,day_cream,night,wrinkles,acne,spf,eye_cream,cruelty_free,brand,clusters
2122,La Roche-Posay Effaclar H Hydrating Cleansing Cream,15.82,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,la roche-posay,8
2123,DERMAFLASH Dermaflash Luxe,203.4,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dermaflash,2
2124,Glow Recipe Blueberry Bounce Gentle Cleanser,11.3,3.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glow recipe,5
2125,Aesop In Two Minds Facial Hydrator,48.5,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,aesop,3
2126,Wander Beauty Lip Retreat Oil 10ml (Various,23.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wander beauty,8
2127,Fresh Tinted Lip Treatment Sunscreen SPF 15 Sugar Spice,22.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fresh,1
2128,Honest Beauty Honestly Pure Retinol Serum,39.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honest beauty,3
2129,By Terry Baume de Rose All-Over Oil,62.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,by terry,8
2130,La Roche-Posay Hydraphase Intense Eyes,18.08,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,la roche-posay,8
2131,Qure Skincare Q-Rejuvalight Pro LED Light Therapy Mask 200g,287.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
2132,Algenist Blue Algae Vitamin C Skinclarity Brightening Serum,63.2,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algenist,1
2133,The Ordinary Mineral UV Filters SPF 30 with Antioxidants,10.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,the ordinary,9
2134,U Beauty Resurfacing Compound 50ml /1.7,242.9,4.280228519195615,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u beauty,2
2135,NuFACE FIX Smooth and Tighten Kit,175.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nuface,0
2136,Kate Somerville Kx Active Concentrates BioMimicking Peptides Serum 1 fl.,101.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,kate somerville,8
2137,Dr Dennis Gross The Doctor's Must Have Minis,67.8,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,dr dennis gross,0
2138,NUXE Moringa Seeds Micellar Cleansing Water,19.2,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nuxe,5
2139,Odacité Youthful Glow Serum Concentrate (Acai + Rose),60.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,odacité,1
2140,Hello Sunday The One For Your Lips Fragrance Free - Clear Lip Balm SPF 50,5.6,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello sunday,1
2141,VERSED Smooth Landing Advanced Retinol Eye Balm 12g,18.65,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,versed,1
2142,Lancaster Sun Beauty Velvet Milk SPF30,39.5,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,lancaster,1
2143,Elemis Pro-Collagen Overnight Matrix,171.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,elemis,8
2144,Caudalie Vinoperfect Instant Brightening Moisturiser,39.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,caudalie,9
2145,Medik8 Pore Refining Scrub,33.9,4.280228519195615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medik8,1
2146,Kate Somerville Age Arrest Eye Cream,85.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,kate somerville,3
2147,Emma Hardie Brilliance Facial Oil,45.2,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,emma,8
2148,The Inkey List - Supersize Retinol Serum,15.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the inkey list,3
2149,AMELIORATE Transforming Body Lotion,27.1,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ameliorate,1
2150,VERSO Eye Cream,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,verso,3
2151,Aesop A Rose By Any Other Name Cleanser,36.1,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,aesop,5
2152,NuFACE NuBODY Hydrating Leave-On Gel Primer,50.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nuface,8
2153,Embryolisse Filaderme Emulsion,25.9,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2154,Dermalogica Clearing Skin Wash,62.15,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dermalogica,5
2155,PIXI Vitamin-C Lotion,27.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,pixi,3
2156,Dermalogica Powerbright Dark Spot Serum,100.57,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dermalogica,0
2157,Lovinah Dragon's Blood Probiotic Tonic,49.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,lovinah,3
2158,Baxter of California Face Wash,20.34,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baxter of california,8
2159,Pacifica Beauty Vegan Ceramide Facial Oil,22.6,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pacifica,0
2160,Pacifica Beauty Vegan Ceramide Barrier Face Lotion,18.08,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pacifica,1
2161,Aesop Tea Tree Leaf Facial Exfoliant,32.7,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aesop,9
2162,Pacifica Beauty Vegan Ceramide Barrier Face Cream,24.86,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pacifica,1
2163,SUQQU Face Stretch Mask,81.3,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suqqu,1
2164,good light Moon Glow Milky Toning Lotion,23.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,good light,1
2165,ZIIP Beauty Crystal Gel,76.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ziip beauty,1
2166,goop Glowing Skin Duo Kit,49.7,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,goop,1
2167,SUQQU Moisture Serum Cream,113.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,suqqu,1
2168,Murad Rapid Age Spot Correcting Serum Travel Size,28.2,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murad,1
2169,goop G.Tox Malachite and Fruit Extracts Purifying Cleanser,49.7,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,goop,3
2170,SUQQU Scented Hydrating Mist WT,39.5,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suqqu,1
2171,Susanne Kaufmann Pollution Skin Defence System,54.2,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,susanne kaufmann,1
2172,Yu Ling Rollers Jade Facial Roller (Double),29.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yu ling rollers,3
2173,VOTARY Cleansing Oil - Rose Geranium & Apricot Travel Size,33.9,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,votary,5
2174,Fraîcheur Paris Fraîcheur Ice Globes - Purple,63.2,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fraîcheur paris,1
2175,SUQQU Scented Hydrating Mist,40.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suqqu,3
2176,ZIIP Beauty OX,463.3,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ziip beauty,2
2177,Odacité Oleosomes Time Release Delivery Crème,84.7,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,odacité,3
2178,NCLA Beauty Sugar Sugar Marshmallow Lip Scrub,18.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ncla beauty,1
2179,Odacité Crystal Contour Gua Sha - Blue Sodalite,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,odacité,9
2180,White Lotus Microneedle Roller 0.5mm,61.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,white lotus,1
2181,COSRX Collection Calming Foam Cleanser,21.0,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cosrx,5
2182,COSRX Collection Lightweight Soothing Moisturiser,23.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cosrx,1
2183,COSRX Collection Ultimate Spot Cream 30g,29.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cosrx,1
2184,Baxter of California Daily Face Wash Travel Size,7.91,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baxter of california,5
2185,COSRX Collection Calming Liquid Mild,32.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cosrx,1
2186,Kate Somerville EradiKate Salicylic Acid Blemish Spot Treatment,58.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,kate somerville,1
2187,SUQQU Moisture Hydro Lotion,67.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,suqqu,1
2188,111SKIN Radiance Booster Mini - Rose Gold,56.5,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111skin,5
2189,Kate Somerville Goat Milk Duo,77.9,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,kate somerville,5
2190,SUQQU The Cotton,12.4,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suqqu,1
2191,COOLA Radical Recovery After Sun Lotion,38.5,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coola,1
2192,NCLA Beauty Twice as Sweet Pink Grapefruit Duo,37.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ncla beauty,1
2193,Kate Somerville Kate's Picks,140.1,4.280228519195615,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,kate somerville,5
2194,Resorè Face Washer Set of 2,77.9,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resorè,5
2195,Omorovicza Queen of Hungary Mist,24.8,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,omorovicza,1
2196,Dr.Jart+ Cicapair Tiger Grass Sleepair Intensive Mask,35.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr.jart+,1
2197,Dr. Barbara Sturm Lip Balm,45.2,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr. barbara sturm,9
2198,Resorè Single Face Wash Cloth,39.5,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resorè,5
2199,Emma Hardie Skincare Cleanse and Protect Duo,63.2,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emma hardie skincare,5
2200,Murad Night Fix Enzyme Treatment,67.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murad,0
2201,111SKIN Introductory Kit,50.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111skin,9
2202,Shiseido Men's Total Revitalizer Eye,49.7,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,shiseido,1
2203,frank body Lip Scrub Cherry Bomb,13.5,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frank body,1
2204,goop G.Tox Malachite and AHA Purifying Tonic,76.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goop,1
2205,Shani Darden Skin Care Intensive Eye Renewal Cream with Firming Peptides,75.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,shani darden skin care,1
2206,Drunk Elephant F-Balm Electrolyte Waterfacial,17.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drunk elephant,1
2207,Shiseido Ultimune Power Infusing Concentrate,67.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shiseido,0
2208,good light Cosmic Dew Water Cleanser,19.2,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,good light,3
2209,La Mer The Cleansing Lotion,81.3,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,la mer,5
2210,Susanne Kaufmann Lifting Mask Line A,265.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,susanne kaufmann,2
2211,White Lotus Small Facial Massage Cup,24.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,white lotus,1
2212,Uma Deeply Clarifying Face Mask,73.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
2213,Chantecaille Bio Lifting Mask,67.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chantecaille,1
2214,VERSO Nourishing Cream,107.3,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,verso,6
2215,Angela Caglia Skincare Rose Quartz Sculpting Roller 1 piece,174.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,angela caglia,8
2216,Shiseido Essential Energy Day Cream,68.9,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,shiseido,6
2217,Lovinah Dragon's Blood Stem Cell Soothing Balm,81.3,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lovinah,1
2218,NARS Skin Light Reflecting Restorative Night Treatment,80.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nars,1
2219,Fraîcheur Paris Ice Globes Pink,67.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fraîcheur paris,1
2220,LANEIGE Hydrating Trial Kit,20.9,4.280228519195615,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,laneige,5
2221,LANEIGE Vitamin Brightening Micellar Cleansing Water,22.0,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laneige,5
2222,LANEIGE Lip Sleeping Mask Grapefruit,21.4,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laneige,1
2223,LANEIGE Time Freeze Sleeping Mask,35.6,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laneige,1
2224,Shiseido Total Revitaliser Light Fluid,80.2,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,shiseido,1
2225,Embryolisse Protective Repair Stick 0.16,7.8,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2226,Uma Total Rejuvenation Night Face Oil,141.2,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2227,Hourglass No 28 Primer Serum,24.86,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hourglass,3
2228,ZIIP Golden Gel 2.7 fl.,124.3,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
2229,Dr. LEVY Switzerland #BrightEyeLift Home Cure,224.8,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,dr. levy switzerland,2
2230,Odacité Hydration Serum Concentrate (Pomegranate + Rose Geranium),46.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,odacité,1
2231,NCLA Beauty Balm Babe Birthday Cake Lip Balm,18.0,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ncla beauty,1
2232,Angela Caglia Rose Quartz Gua Sha,51.9,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angela caglia,1
2233,Baxter of California Under Eye Complex,26.5,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baxter of california,1
2234,Baxter of California Oil Free Moisturiser,27.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,baxter of california,8
